openyear,ry,g_2,g0,g1,g2
2004,8,-0.000205165,8.23039E-05,1.42953E-05,0.001796887
2004,9,-0.000128777,9.54937E-05,0.000159897,0.001669902
2004,10,0.000264914,0.000375234,0.000440855,0.001848646
2004,11,0.000213055,-8.29017E-05,0.000272024,0.001594829
2004,12,0.000164449,-6.09571E-05,-0.000176413,0.001361827
2004,13,0.000363151,0.000139341,4.22036E-05,0.001254028
2004,14,0.000516777,8.03185E-05,0.000191299,0.001116335
2004,15,0.001178597,0.000513125,0.000554724,0.001447531
2004,16,0.0004312,-0.000829871,-0.000358935,0.000436675
2004,17,0.000281184,-0.000218611,-0.001133255,2.86681E-05
2005,-12,8.58171E-05,-1.08245E-05,-2.29211E-05,-0.000145795
2005,-11,8.8817E-05,-1.01886E-05,-2.23852E-05,-0.000145807
2005,-10,8.84825E-05,-1.1325E-05,-2.24528E-05,-0.000145943
2005,-9,9.22553E-05,-8.34582E-06,-2.04033E-05,-0.000143285
2005,-8,0.000102081,-6.3576E-06,-1.58649E-05,-0.000140871
2005,-7,9.4156E-05,-1.99018E-05,-2.68773E-05,-0.000149405
2005,-6,9.61085E-05,-1.12141E-05,-3.18716E-05,-0.000150527
2005,-5,9.52957E-05,-1.32176E-05,-2.5188E-05,-0.000154383
2005,-4,0.000106024,-4.7813E-06,-1.88446E-05,-0.000148477
2005,-3,9.8308E-05,-1.96607E-05,-2.50213E-05,-0.000156237
2005,-2,0.000106295,-7.82935E-06,-2.79179E-05,-0.000153136
2005,-1,-0.000990602,-0.000965872,-0.000972442,-0.001067752
2005,0,-4.0406E-05,0.000959432,-6.38332E-06,-9.09898E-05
2005,1,-4.35164E-05,7.11572E-06,0.001007162,-6.98667E-05
2005,2,-7.89579E-05,1.76336E-05,2.90613E-05,0.000220647
2005,3,-8.03357E-05,1.24952E-05,2.85528E-05,0.000218518
2005,4,-8.01041E-05,1.40657E-05,2.47871E-05,0.000218256
2005,5,-2.43138E-05,6.17983E-05,7.42036E-05,0.000262663
2005,6,-3.65873E-05,-3.94243E-06,5.58331E-05,0.000242286
2005,7,-3.20198E-05,1.12116E-05,3.60061E-06,0.000237679
2005,8,-2.24712E-05,1.28603E-05,2.18008E-05,0.000221806
2005,9,2.67402E-05,4.78278E-05,5.69205E-05,0.000244149
2005,10,2.02578E-05,-9.43912E-06,3.58167E-05,0.000212422
2005,11,1.4182E-05,-6.69604E-06,-2.02379E-05,0.000183297
2005,12,3.90197E-05,1.83412E-05,7.08915E-06,0.000169822
2005,13,5.82231E-05,1.09634E-05,2.57261E-05,0.000152611
2005,14,0.000140951,6.50643E-05,7.11542E-05,0.00019401
2005,15,4.75259E-05,-0.00010281,-4.30532E-05,6.7653E-05
2005,16,2.87739E-05,-2.64027E-05,-0.000139843,1.66521E-05
2006,-13,0.000158886,-1.98017E-05,-4.22147E-05,-0.000265452
2006,-12,0.000164886,-1.85299E-05,-4.1143E-05,-0.000265477
2006,-11,0.000164217,-2.08028E-05,-4.12781E-05,-0.000265748
2006,-10,0.000171762,-1.48444E-05,-3.71792E-05,-0.000260432
2006,-9,0.000191414,-1.0868E-05,-2.81024E-05,-0.000255604
2006,-8,0.000175564,-3.79565E-05,-5.01272E-05,-0.000272672
2006,-7,0.000179469,-2.0581E-05,-6.01158E-05,-0.000274917
2006,-6,0.000177843,-2.45881E-05,-4.67486E-05,-0.000282629
2006,-5,0.000199301,-7.7154E-06,-3.40618E-05,-0.000270816
2006,-4,0.000183868,-3.74742E-05,-4.64152E-05,-0.000286337
2006,-3,0.000199842,-1.38115E-05,-5.22083E-05,-0.000280135
2006,-2,0.000192534,-3.08772E-05,-4.62404E-05,-0.000292577
2006,-1,-0.00199258,-0.001920797,-0.001949713,-0.002108431
2006,0,-9.57774E-05,0.001917013,-3.47021E-06,-0.000161219
2006,1,-9.24365E-05,2.51E-05,0.002023534,-0.000107126
2006,2,-0.00017342,2.68376E-05,6.0733E-05,0.000463174
2006,3,-0.000172956,2.99787E-05,5.32015E-05,0.00046265
2006,4,-6.13757E-05,0.000125444,0.000152035,0.000551464
2006,5,-8.59228E-05,-6.03766E-06,0.000115294,0.000510709
2006,6,-7.67877E-05,2.42704E-05,1.08286E-05,0.000501496
2006,7,-5.76906E-05,2.75678E-05,4.72291E-05,0.00046975
2006,8,4.07322E-05,9.75028E-05,0.000117468,0.000514436
2006,9,2.77675E-05,-1.7031E-05,7.52608E-05,0.000450982
2006,10,1.56158E-05,-1.15449E-05,-3.68485E-05,0.000392731
2006,11,6.52913E-05,3.85295E-05,1.78057E-05,0.000365781
2006,12,0.000103698,2.3774E-05,5.50796E-05,0.000331358
2006,13,0.000269153,0.000131976,0.000145936,0.000414157
2006,14,8.23035E-05,-0.000203773,-8.2479E-05,0.000161443
2006,15,4.47995E-05,-5.09583E-05,-0.000276059,5.94414E-05
2008,-15,0.000333474,-4.02684E-05,-8.73998E-05,-0.000532945
2008,-14,0.000348474,-3.70888E-05,-8.47205E-05,-0.000533006
2008,-13,0.000346801,-4.27711E-05,-8.50583E-05,-0.000533684
2008,-12,0.000365665,-2.78751E-05,-7.48111E-05,-0.000520395
2008,-11,0.000414793,-1.7934E-05,-5.21191E-05,-0.000508324
2008,-10,0.000375168,-8.56552E-05,-0.000107181,-0.000550994
2008,-9,0.000480912,-5.28477E-05,-0.000162855,-0.000695575
2008,-8,0.000476035,-6.48688E-05,-0.000122753,-0.000718711
2008,-7,0.000540408,-1.42508E-05,-8.46932E-05,-0.000683272
2008,-6,0.000494109,-0.000103527,-0.000121753,-0.000729834
2008,-5,0.000542032,-3.25391E-05,-0.000139133,-0.000711228
2008,-4,0.000520109,-8.37363E-05,-0.000121229,-0.000748555
2008,-3,0.000524224,-5.64371E-05,-0.000146598,-0.000745749
2008,-2,0.000517573,-6.75312E-05,-0.000129591,-0.000761878
2008,-1,-0.006019852,-0.005737526,-0.00579789,-0.006192835
2008,0,-0.000331061,0.005756167,2.07802E-05,-0.000347841
2008,1,-0.000341681,6.27881E-05,0.006062448,-0.000206544
2008,2,-0.000241622,0.000385227,0.000473596,0.001783568
2008,3,-0.000315263,-9.21757E-06,0.000363373,0.001661305
2008,4,-0.000287858,8.17065E-05,4.99782E-05,0.001633665
2008,5,-0.000230566,9.15989E-05,0.000159179,0.001538426
2008,6,6.47021E-05,0.000301404,0.000369898,0.001672485
2008,7,2.58079E-05,-4.21977E-05,0.000243275,0.001482122
2008,8,-1.06472E-05,-2.57393E-05,-9.30532E-05,0.00130737
2008,9,0.000138379,0.000124484,7.09094E-05,0.001226521
2008,10,0.000253599,8.02175E-05,0.000182731,0.001123251
2008,11,0.000749964,0.000404823,0.0004553,0.001371649
2008,12,0.000189416,-0.000602424,-0.000229945,0.000613506
2008,13,7.6904E-05,-0.000143979,-0.000810685,0.000307501
2009,-16,0.000180962,-2.13902E-05,-4.69988E-05,-0.000280561
2009,-15,0.000189962,-1.94825E-05,-4.53912E-05,-0.000280598
2009,-14,0.000188958,-2.28919E-05,-4.55939E-05,-0.000281005
2009,-13,0.000200277,-1.39543E-05,-3.94455E-05,-0.000273031
2009,-12,0.000229754,-7.98962E-06,-2.58303E-05,-0.000265789
2009,-11,0.000205979,-4.86223E-05,-5.88675E-05,-0.00029139
2009,-10,0.000211836,-2.25592E-05,-7.38504E-05,-0.000294758
2009,-9,0.000209398,-2.85697E-05,-5.37996E-05,-0.000306326
2009,-8,0.000241584,-3.26072E-06,-3.47694E-05,-0.000288607
2009,-7,0.000218435,-4.7899E-05,-5.32995E-05,-0.000311888
2009,-6,0.000242397,-1.24049E-05,-6.19892E-05,-0.000302585
2009,-5,0.000231435,-3.80035E-05,-5.30372E-05,-0.000321248
2009,-4,0.000233493,-2.43539E-05,-6.5722E-05,-0.000319845
2009,-3,0.000230167,-2.99009E-05,-5.72185E-05,-0.00032791
2009,-2,0.000241183,-1.63689E-05,-4.88438E-05,-0.000318205
2009,-1,-0.003042679,-0.002880314,-0.002892893,-0.003049774
2009,0,-0.000193455,0.00288666,6.6701E-06,-0.000121677
2009,1,-3.20892E-05,0.000178456,0.003187051,8.29775E-05
2009,2,-0.000186251,-7.44115E-07,0.000189264,0.000883682
2009,3,-0.000172548,4.47179E-05,3.25662E-05,0.000869862
2009,4,-0.000143903,4.96641E-05,8.71669E-05,0.000822242
2009,5,3.7315E-06,0.000154567,0.000192526,0.000889271
2009,6,-1.57156E-05,-1.72342E-05,0.000129215,0.00079409
2009,7,-3.39432E-05,-9.00496E-06,-3.89494E-05,0.000706714
2009,8,4.05701E-05,6.61067E-05,4.30318E-05,0.000666289
2009,9,9.81801E-05,4.39734E-05,9.89427E-05,0.000614655
2009,10,0.000346362,0.000206276,0.000235227,0.000738853
2009,11,6.60885E-05,-0.000297348,-0.000107395,0.000359782
2009,12,9.83245E-06,-6.8125E-05,-0.000397765,0.00020678
2010,-17,5.39467E-05,-6.20648E-06,-1.38526E-05,-8.04518E-05
2010,-16,5.69466E-05,-5.57057E-06,-1.33167E-05,-8.0464E-05
2010,-15,5.66121E-05,-6.70703E-06,-1.33843E-05,-8.05996E-05
2010,-14,6.03848E-05,-3.72783E-06,-1.13348E-05,-7.79418E-05
2010,-13,7.02105E-05,-1.73961E-06,-6.79641E-06,-7.55276E-05
2010,-12,6.22855E-05,-1.52838E-05,-1.78088E-05,-8.40616E-05
2010,-11,0.000144145,-1.48981E-05,-4.8932E-05,-0.000191196
2010,-10,0.000142519,-1.89052E-05,-3.55648E-05,-0.000198908
2010,-9,0.000261371,-4.78778E-06,-3.81502E-05,-0.000301337
2010,-8,0.000238222,-4.9426E-05,-5.66802E-05,-0.000324618
2010,-7,0.000262184,-1.39319E-05,-6.53699E-05,-0.000315315
2010,-6,0.000251222,-3.95305E-05,-5.6418E-05,-0.000333979
2010,-5,0.00025328,-2.58809E-05,-6.91027E-05,-0.000332576
2010,-4,0.000249954,-3.1428E-05,-6.05992E-05,-0.00034064
2010,-3,0.00026097,-1.78959E-05,-5.22245E-05,-0.000330936
2010,-2,0.000256837,-3.33113E-05,-5.37499E-05,-0.000337321
2010,-1,-0.003022197,-0.002877129,-0.002907571,-0.003063289
2010,0,-6.29691E-06,0.00302833,0.000151539,-1.18668E-06
2010,1,-4.91227E-05,-2.02928E-05,0.003128559,9.1157E-06
2010,2,-0.000152761,4.31908E-05,2.91855E-05,0.000857131
2010,3,-0.000124116,4.81371E-05,8.37862E-05,0.000809512
2010,4,2.35186E-05,0.00015304,0.000189145,0.000876541
2010,5,4.07149E-06,-1.87613E-05,0.000125834,0.00078136
2010,6,-1.4156E-05,-1.0532E-05,-4.23301E-05,0.000693984
2010,7,6.03573E-05,6.45796E-05,3.96511E-05,0.000653559
2010,8,0.000117967,4.24463E-05,9.5562E-05,0.000601924
2010,9,0.00036615,0.000204749,0.000231846,0.000726123
2010,10,8.58756E-05,-0.000298875,-0.000110776,0.000347052
2010,11,2.96196E-05,-6.96521E-05,-0.000401146,0.000194049
2011,-18,0.003948523,-0.000438479,-0.000999225,-0.005592804
2011,-17,0.004197516,-0.000385699,-0.000954748,-0.005593816
2011,-16,0.004169751,-0.000480025,-0.000960357,-0.005605077
2011,-15,0.004482892,-0.000232752,-0.000790253,-0.005384473
2011,-14,0.005586148,-7.3956E-05,-0.000440637,-0.005476682
2011,-13,0.004896676,-0.001252304,-0.001398716,-0.006219136
2011,-12,0.005066542,-0.000496473,-0.001833218,-0.006316804
2011,-11,0.004995829,-0.00067078,-0.001251746,-0.006652275
2011,-10,0.005929237,6.31821E-05,-0.000699871,-0.006138409
2011,-9,0.005257899,-0.001231327,-0.001237243,-0.006813558
2011,-8,0.005952793,-0.000201999,-0.001489243,-0.006543777
2011,-7,0.005634903,-0.000944358,-0.001229637,-0.007085016
2011,-6,0.005694578,-0.000548519,-0.001597496,-0.00704433
2011,-5,0.005598125,-0.000709384,-0.001350893,-0.007278202
2011,-4,0.005917604,-0.000316955,-0.001108027,-0.006996769
2011,-3,0.005797732,-0.000763999,-0.001152264,-0.007181947
2011,-2,0.005817887,-0.000627361,-0.001479882,-0.007204717
2011,-1,-0.084440496,-0.079081975,-0.079613846,-0.082371629
2011,0,-0.002900942,0.082304165,0.003202883,0.000793145
2011,1,-0.002677718,0.000931934,0.086590455,0.002463947
2011,2,-0.00524989,0.001598002,0.002836282,0.026076211
2011,3,-0.000968495,0.004640174,0.005891697,0.028020061
2011,4,-0.001532462,-0.000342049,0.004055663,0.025259798
2011,5,-0.002061061,-0.000103401,-0.000821091,0.022725896
2011,6,9.98249E-05,0.002074836,0.001556366,0.021553582
2011,7,0.001770515,0.001432972,0.003177782,0.020056176
