ImportParcelID,PropertyZip,_pscore,_support,_weight
,91320,.2017598249563715,On support,1
,91320,.5270679782586368,On support,1
,91320,.3454275668941636,On support,1
,91320,.2825761691737275,On support,1
,91320,.163066253265519,On support,1
,91320,.1598474709982269,On support,1
,91320,.4038003910478261,On support,1
,91320,.077609977341267,On support,1
,91320,.1254329462076148,On support,1
,91320,.6427766820283045,On support,1
,91320,.5345662211641411,On support,1
,91320,.1359839016160193,On support,1
,91320,.3247433734769406,On support,1
,91320,.0956521404554066,On support,1
,91320,.1680894708645123,On support,1
,91320,.1546652924197251,On support,1
,91320,.204247360542782,On support,1
,91320,.2007399683959319,On support,1
,91320,.3875804510046714,On support,1
,91320,.2831708479953676,On support,1
,91320,.1619640193426305,On support,1
,91320,.4587146125341681,On support,1
,91320,.2538903333459984,On support,1
,91320,.6609112032868467,On support,1
,91320,.2056399398747238,On support,1
,91320,.3338660939811894,On support,1
,91320,.2855061543891876,On support,1
,91320,.2190755791592081,On support,1
,91320,.1407389748355548,On support,1
,91320,.4528757768002534,On support,1
,91320,.2161396786374062,On support,1
,91320,.1705262179780923,On support,1
,91320,.6584228411544163,On support,1
,91320,.6582159907074753,On support,1
,91320,.6773308308964261,On support,1
,91320,.1452436479079361,On support,1
,91320,.3078928146593521,On support,1
,91320,.6052071535342426,On support,1
,91320,.2754292717329107,On support,1
,91320,.1357169689957448,On support,1
,91320,.6480783023667365,On support,1
,91320,.435466269896364,On support,1
,91320,.3476176614323284,On support,1
,91320,.193741485269319,On support,1
,91320,.1672851309104489,On support,1
,91320,.5461260475569963,On support,1
,91320,.5214569078055409,On support,1
,91320,.2214999613062436,On support,1
,91320,.2214349182854049,On support,1
,91320,.1496360160488896,On support,1
,91320,.5017506720292169,On support,1
,91320,.0861105237734363,On support,1
,91320,.1434500799518631,On support,1
,91320,.6683082368531795,On support,1
,91320,.5834693671157595,On support,1
,91320,.1395905668927852,On support,1
,91320,.3285749986624565,On support,1
,91320,.28300797782585,On support,1
,91320,.2917140109656033,On support,1
,91320,.2269915183595551,On support,1
,91320,.1238398244603473,On support,1
,91320,.3874196636702926,On support,1
,91320,.4241354218500804,On support,1
,91320,.0197908755083997,On support,1
,91320,.3196354657788017,On support,1
,91320,.4827585153307419,On support,1
,91320,.2353428958874823,On support,1
,91320,.2304086921342385,On support,1
,91320,.6668384187683233,On support,1
,91320,.1059198185063854,On support,1
,91320,.3644471410706352,On support,1
,91320,.5061359909084389,On support,1
,91320,.2716040810036736,On support,1
,91320,.2142326339239615,On support,1
,91320,.2379447417885685,On support,1
,91320,.0758911458395514,On support,1
,91320,.1645448237670798,On support,1
,91320,.6339878007029887,On support,1
,91320,.1035828789523404,On support,1
,91320,.6573905318879627,On support,1
,91320,.1843556874714808,On support,1
,91320,.3367396009519772,On support,1
,91320,.556059125116575,On support,1
,91320,.6125816456953949,On support,1
,91320,.1419626784815632,On support,1
,91320,.653395914196085,On support,1
,91320,.1833128901367923,On support,1
,91320,.2658406802204901,On support,1
,91320,.065186732297016,On support,1
,91320,.3189287150465213,On support,1
,91320,.3310279666925812,On support,1
,91320,.2255391341860155,On support,1
,91320,.275502711284535,On support,1
,91320,.5915075863083882,On support,1
,91320,.5411162662775113,On support,1
,91320,.3964159535514549,On support,1
,91320,.2304811236564289,On support,1
,91320,.1970007641870082,On support,1
,91320,.6624196080919929,On support,1
,91320,.3834554765396521,On support,1
,91320,.2131202608150682,On support,1
,91320,.5173525855419299,On support,1
,91320,.1970825763958154,On support,1
,91320,.0878233188663207,On support,1
,91320,.1409613110697458,On support,1
,91320,.2178744073719841,On support,1
,91320,.6635382476330871,On support,1
,91320,.5204397404488955,On support,1
,91320,.4721973164637407,On support,1
,91320,.4483317265846028,On support,1
,91320,.1615326288760321,On support,1
,91320,.5575899327377817,On support,1
,91320,.5232792395149778,On support,1
,91320,.5039831510749823,On support,1
,91320,.1299194111881741,On support,1
,91320,.1785399826785531,On support,1
,91320,.1867501723615981,On support,1
,91320,.5174689809436821,On support,1
,91320,.6705016868880966,On support,1
,91320,.3920307227752779,On support,1
,91320,.533981653647442,On support,1
,91320,.1613979033919342,On support,1
,91320,.533952860959464,On support,1
,91320,.2164302231884056,On support,1
,91320,.0653654318483766,On support,1
,91320,.4509739136273241,On support,1
,91320,.4119107019053453,On support,1
,91320,.280736840707161,On support,1
,91320,.3580808667994727,On support,1
,91320,.6683082368531795,On support,1
,91320,.3617007798032833,On support,1
,91320,.5430781937150418,On support,1
,91320,.1818687349566403,On support,1
,91320,.5496201066728879,On support,1
,91320,.4938925606855942,On support,1
,91320,.3992344002080104,On support,1
,91320,.471035306249623,On support,1
,91320,.3292784951204595,On support,1
,91320,.1424185776376581,On support,1
,91320,.4328441585670377,On support,1
,91320,.436653192077129,On support,1
,91320,.2293565512247532,On support,1
,91320,.2567337166862508,On support,1
,91320,.2730214425823665,On support,1
,91320,.4462202169018385,On support,1
,91320,.3273244149481478,On support,1
,91320,.1596525618717429,On support,1
,91320,.1502742447071498,On support,1
,91320,.372418839629514,On support,1
,91320,.0235848358904513,On support,1
,91320,.5731257116870266,On support,1
,91320,.3627960604462385,On support,1
,91320,.1247287937772517,On support,1
,91320,.2430383245884523,On support,1
,91320,.1951578857866359,On support,1
,91320,.4468455861413647,On support,1
,91320,.4770434362009006,On support,1
,91320,.3732381430880249,On support,1
,91320,.1569302607190309,On support,1
,91320,.6604264517981153,On support,1
,91320,.5184517276397179,On support,1
,91320,.2025470291202383,On support,1
,91320,.6004914962732357,On support,1
,91320,.102908099280818,On support,1
,91320,.2774122449015709,On support,1
,91320,.3789384765275808,On support,1
,91320,.2419402321015548,On support,1
,91320,.5802282852361097,On support,1
,91320,.5012150233862024,On support,1
,91320,.5994431800979836,On support,1
,91320,.2141995410932225,On support,1
,91320,.5354395153197767,On support,1
,91320,.2697985353725307,On support,1
,91320,.3219642543805893,On support,1
,91320,.2582362161109197,On support,1
,91320,.2354782894527026,On support,1
,91320,.1168093715289322,On support,1
,91320,.1836734407768179,On support,1
,91320,.1388551425325177,On support,1
,91320,.2155793920038026,On support,1
,91320,.1326971348957483,On support,1
,91320,.2102509884535169,On support,1
,91320,.1614648190301397,On support,1
,91320,.2555373894892625,On support,1
,91320,.1560151836690392,On support,1
,91320,.272741562625874,On support,1
,91320,.2921866027269973,On support,1
,91320,.376945545018858,On support,1
,91320,.5877752061054379,On support,1
,91320,.2701122313706361,On support,1
,91320,.184079219020821,On support,1
,91320,.1646811781181639,On support,1
,91320,.1030174135407571,On support,1
,91320,.5243564990996723,On support,1
,91320,.2241151193882045,On support,1
,91320,.4459958913002086,On support,1
,91320,.1588104467805464,On support,1
,91320,.1719224886663727,On support,1
,91320,.3258049357742984,On support,1
,91320,.5204397404488955,On support,1
,91320,.5867236484058943,On support,1
,91320,.2086610648151759,On support,1
,91320,.533981653647442,On support,1
,91320,.1718258372410571,On support,1
,91320,.1878486531301274,On support,1
,91320,.1920649312375954,On support,1
,91320,.234098654411831,On support,1
,91320,.2193482500838854,On support,1
,91320,.1690045713661124,On support,1
,91320,.5355916751968263,On support,1
,91320,.3764700568035159,On support,1
,91320,.5827722478390569,On support,1
,91320,.1683040016412807,On support,1
,91320,.1668807728203944,On support,1
,91320,.1780257036918449,On support,1
,91320,.3149662002676373,On support,1
,91320,.0714365871375529,On support,1
,91320,.5390727173241001,On support,1
,91320,.1444851045311283,On support,1
,91320,.1669642428503506,On support,1
,91320,.4268989817678884,On support,1
,91320,.1927058649414263,On support,1
,91320,.1108893475162499,On support,1
,91320,.5318870230427574,On support,1
,91320,.1758310179776895,On support,1
,91320,.1437334780760786,On support,1
,91320,.5172227969953277,On support,1
,91320,.419710375001067,On support,1
,91320,.1432103915550295,On support,1
,91320,.3757413934694737,On support,1
,91320,.1475964590015509,On support,1
,91320,.450339749986839,On support,1
,91320,.1850327375330825,On support,1
,91320,.311954216980683,On support,1
,91320,.1950742994456689,On support,1
,91320,.5331935554994126,On support,1
,91320,.2485842549289374,On support,1
,91320,.6573905318879627,On support,1
,91320,.6250819876712584,On support,1
,91320,.4884428617816338,On support,1
,91320,.244517563257028,On support,1
,91320,.533981653647442,On support,1
,91320,.0654252679785536,On support,1
,91320,.2398318497286705,On support,1
,91320,.6676819430251013,On support,1
,91320,.2007041559870318,On support,1
,91320,.4107488973126319,On support,1
,91320,.2133765395957186,On support,1
,91320,.5020075987839914,On support,1
,91320,.218487013680688,On support,1
,91320,.3104788659851304,On support,1
,91320,.6666392511955763,On support,1
,91320,.4417504462158767,On support,1
,91320,.4016716624915135,On support,1
,91320,.226891357857603,On support,1
,91320,.2168063055358884,On support,1
,91320,.14710271910892,On support,1
,91320,.1941069762752252,On support,1
,91320,.2347873599300709,On support,1
,91320,.1481050459437458,On support,1
,91320,.1445891051269097,On support,1
,91320,.508069914389035,On support,1
,91320,.2547425945797776,On support,1
,91320,.6668384187683233,On support,1
,91320,.4003031195610637,On support,1
,91320,.2828003852331712,On support,1
,91320,.1138883944457374,On support,1
,91320,.2488310364826349,On support,1
,91320,.5467673067898914,On support,1
,91320,.6117569257937738,On support,1
,91320,.4097274843861994,On support,1
,91320,.4192440191320491,On support,1
,91320,.1954478466599217,On support,1
,91320,.1494447203763455,On support,1
,91320,.111666548683448,On support,1
,91320,.2129471787509898,On support,1
,91320,.5044926810253005,On support,1
,91320,.1285435595791056,On support,1
,91320,.2019539520319225,On support,1
,91320,.462257193516544,On support,1
,91320,.3619489004060821,On support,1
,91320,.2773334413472693,On support,1
,91320,.1627366757101071,On support,1
,91320,.5523038295944255,On support,1
,91320,.0560529325974661,On support,1
,91320,.5148196947789416,On support,1
,91320,.2749501618511537,On support,1
,91320,.4615888503057407,On support,1
,91320,.139854048040628,On support,1
,91320,.5355892300243473,On support,1
,91320,.253657901954762,On support,1
,91320,.1389522472099236,On support,1
,91320,.549807118755118,On support,1
,91320,.1987881847285464,On support,1
,91320,.4113364122615867,On support,1
,91320,.232677354853207,On support,1
,91320,.1369404720618664,On support,1
,91320,.26261851786796,On support,1
,91320,.6783674120913576,On support,1
,91320,.6051715313027916,On support,1
,91320,.2807985902681119,On support,1
,91320,.2068747993235632,On support,1
,91320,.1780909508268113,On support,1
,91320,.3033551622582484,On support,1
,91320,.2317010456694326,On support,1
,91320,.0955662924847709,On support,1
,91320,.1688869533679588,On support,1
,91320,.1674679147665892,On support,1
,91320,.101165587125832,On support,1
,91320,.2436552742771835,On support,1
,91320,.563529464233625,On support,1
,91320,.6473895835988925,On support,1
,91320,.5097204227350607,On support,1
,91320,.3267027601291916,On support,1
,91320,.2094770289501797,On support,1
,91320,.3492629853703811,On support,1
,91320,.4353315289050511,On support,1
,91320,.0948323772460473,On support,1
,91320,.1336493433324542,On support,1
,91320,.5094141580110334,On support,1
,91320,.4896544126164148,On support,1
,91320,.1494602903784745,On support,1
,91320,.1252460180484167,On support,1
,91320,.245635238449768,On support,1
,91320,.2723164823939217,On support,1
,91320,.1323726144882325,On support,1
,91320,.4217977702860421,On support,1
,91320,.5237421732594745,On support,1
,91320,.1689956167424574,On support,1
,91320,.5196044090978292,On support,1
,91320,.1365053484098726,On support,1
,91320,.524163275382059,On support,1
,91320,.4297088157646654,On support,1
,91320,.1431588001738026,On support,1
,91320,.5259588293600368,On support,1
,91320,.1517240752236292,On support,1
,91320,.2319180135933699,On support,1
,91320,.3766412047620706,On support,1
,91320,.1521376095235188,On support,1
,91320,.3074715805814195,On support,1
,91320,.1789905692660892,On support,1
,91320,.1953966274179345,On support,1
,91320,.4009768889338682,On support,1
,91320,.5649383310887559,On support,1
,91320,.1668945342310106,On support,1
,91320,.1039564192402949,On support,1
,91320,.6733403832322212,On support,1
,91320,.0578462616015796,On support,1
,91320,.4544510630093023,On support,1
