city,state,zip,latitude,longitude,id,opendate,openyear
Los Angeles,CA,90015,34.040539,-118.27139,1523,8/30/1995,1995
El Monte,CA,91731,34.068722,-118.064,1583,10/15/1996,1996
La Jolla,CA,92037,32.899471,-117.243,6355,7/30/1997,1997
Pasadena,CA,91105,34.145138,-118.15266,6506,8/30/1997,1997
Riverside,CA,92503,33.909912,-117.45905,6425,8/30/1997,1997
Pasadena,CA,91105,34.145119,-118.15013,6507,8/30/1997,1997
Pasadena,CA,91103,34.147621,-118.14711,6505,8/30/1997,1997
Pasadena,CA,91101,34.142975,-118.14056,6508,8/31/1997,1997
Sherman Oaks,CA,91423,34.156837,-118.43446,7233,5/30/1998,1998
Universal City,CA,91608,34.138718,-118.35904,7242,5/30/1998,1998
Oxnard,CA,93030,34.228313,-119.17087,7195,5/30/1998,1998
Riverside,CA,92509,34.018902,-117.38,7206,5/30/1998,1998
Northridge,CA,91324,34.241116,-118.55671,7192,5/30/1998,1998
Encino,CA,91436,34.169243,-118.49722,21383,6/15/1998,1998
Granite Bay,CA,95746,38.74453,-121.17,25527,6/15/1998,1998
Downey,CA,90241,33.947559,-118.15381,7250,6/15/1998,1998
Ontario,CA,91764,34.07122,-117.575,7194,6/15/1998,1998
Los Angeles,CA,90045,33.943249,-118.40334,7184,6/30/1998,1998
Van Nuys,CA,91405,34.211079,-118.44871,7245,6/30/1998,1998
Santa Monica,CA,90405,34.017082,-118.44704,7229,6/30/1998,1998
Santa Cruz,CA,95061,36.973392,-122.02485,21794,6/30/1998,1998
Sacramento,CA,95837,38.690048,-121.58889,7212,6/30/1998,1998
San Francisco,CA,94133,37.80619,-122.4152,7280,7/1/1998,1998
Los Angeles,CA,90012,34.01223,-118.33432,78834,10/15/1999,1999
San Luis Obispo,CA,93401,35.279705,-120.6609,41526,4/15/2000,2000
San Luis Obispo,CA,93405,35.249928,-120.68968,35560,4/15/2000,2000
San Luis Obispo,CA,93401,35.259819,-120.676,35561,4/15/2000,2000
Northridge,CA,91330,34.241688,-118.52854,21396,1/15/2002,2002
Northridge,CA,91330,34.236855,-118.53259,21397,1/15/2002,2002
Northridge,CA,91330,34.248959,-118.52389,21395,1/15/2002,2002
San Francisco,CA,94105,37.788811,-122.401,21358,1/31/2002,2002
San Francisco,CA,94108,37.79179,-122.41126,21360,1/31/2002,2002
Los Angeles,CA,90012,34.057655,-118.24789,21374,1/31/2002,2002
Los Angeles,CA,90048,34.076263,-118.37753,21368,1/31/2002,2002
Ventura,CA,93001,34.378769,-119.31397,152034,2/20/2002,2002
Glendora,CA,91741,34.135559,-117.864,21498,4/30/2002,2002
Newbury Park,CA,91320,34.192177,-118.93479,21565,5/15/2002,2002
Pasadena,CA,91101,34.147709,-118.13662,21594,5/30/2002,2002
Oak View,CA,93022,34.418324,-119.3368,21566,5/30/2002,2002
Ventura,CA,93003,34.268002,-119.2492,21608,5/30/2002,2002
San Dimas,CA,91773,34.105274,-117.80921,21569,5/30/2002,2002
Brea,CA,92821,33.919899,-117.89862,21561,5/30/2002,2002
Camarillo,CA,93012,34.166576,-119.04585,21559,5/30/2002,2002
Santa Ana,CA,92705,33.777054,-117.87057,21535,5/30/2002,2002
Placerville,CA,95667,38.727989,-120.828,25522,5/15/2004,2004
Placerville,CA,95667,38.733231,-120.78962,25507,5/30/2004,2004
Sacramento,CA,95816,38.572769,-121.4679,25494,5/30/2004,2004
Fair Oaks,CA,95628,38.662922,-121.2634,25491,6/1/2004,2004
Davis,CA,95616,38.539337,-121.73241,21673,6/1/2004,2004
Vacaville,CA,95687,38.356026,-121.9628,25511,6/15/2004,2004
Dixon,CA,95620,38.457371,-121.84257,25520,6/15/2004,2004
Vacaville,CA,95688,38.356907,-122.00188,25516,6/15/2004,2004
Vacaville,CA,95688,38.351719,-121.987,25515,6/15/2004,2004
Vacaville,CA,95688,38.351757,-121.99448,25518,6/15/2004,2004
Vacaville,CA,95688,38.355865,-121.9862,25517,6/15/2004,2004
Carmichael,CA,95608,38.618065,-121.33434,25610,7/15/2004,2004
Fairfield,CA,94534,38.237228,-122.123,27329,7/15/2005,2005
Vacaville,CA,95687,38.349621,-121.987,48838,7/15/2005,2005
San Diego,CA,92105,32.754955,-117.10746,96107,7/15/2006,2006
Rio Vista,CA,94571,38.15485,-121.69,27302,8/15/2006,2006
Truckee,CA,96161,39.327293,-120.21485,99180,11/15/2008,2008
Ukiah,CA,95482,39.150002,-123.2091,33544,11/30/2008,2008
Auburn,CA,95603,38.94125,-121.10548,33550,11/30/2008,2008
Napa,CA,94558,38.295982,-122.30322,148522,11/30/2008,2008
Davis,CA,95616,38.535522,-121.76299,85994,12/1/2008,2008
Davis,CA,95616,38.5443,-121.738,33556,12/1/2008,2008
Davis,CA,95616,38.533127,-121.7494,85997,12/1/2008,2008
Davis,CA,95616,38.535656,-121.75458,85996,12/1/2008,2008
Davis,CA,95616,38.532776,-121.7485,85998,12/1/2008,2008
Davis,CA,95616,38.543079,-121.76157,86000,12/1/2008,2008
Davis,CA,95616,38.544537,-121.74971,33557,12/1/2008,2008
Davis,CA,95616,38.531113,-121.7627,85995,12/1/2008,2008
Davis,CA,95618,38.557549,-121.6947,33558,12/1/2008,2008
Davis,CA,95616,38.546429,-121.7388,33555,12/1/2008,2008
Davis,CA,95616,38.539318,-121.8053,85993,12/1/2008,2008
Vacaville,CA,95688,38.368755,-121.96119,33545,12/15/2008,2008
Larkspur,CA,94939,37.94495,-122.5096,33690,12/31/2008,2008
Fairfield,CA,94533,38.248199,-122.0678,35146,5/1/2009,2009
Novato,CA,94947,38.117115,-122.6098,104205,6/1/2009,2009
Salinas,CA,93907,36.701038,-121.6673,35470,12/15/2009,2009
Fort Bragg,CA,95437,39.460808,-123.80681,66533,3/1/2010,2010
Sutter Creek,CA,95685,38.379982,-120.80767,46136,4/30/2010,2010
Santa Monica,CA,90401,34.019875,-118.49151,38379,11/15/2010,2010
Santa Monica,CA,90401,34.010529,-118.4898,38521,11/15/2010,2010
San Francisco,CA,94102,37.78487,-122.40899,38517,2/1/2011,2011
Oakland,CA,94612,37.810715,-122.26391,61854,2/1/2011,2011
San Francisco,CA,94109,37.806797,-122.41949,38518,2/1/2011,2011
Los Angeles,CA,90045,33.944759,-118.39977,28007,2/15/2011,2011
Upland,CA,91786,34.107365,-117.66707,60448,3/7/2011,2011
Costa Mesa,CA,92626,33.675396,-117.91869,39882,3/15/2011,2011
Colma,CA,94014,37.671268,-122.46354,39879,3/15/2011,2011
Downey,CA,90241,33.9473,-118.15117,39884,3/15/2011,2011
Napa,CA,94559,38.292706,-122.27776,39914,3/15/2011,2011
Corona,CA,92882,33.883091,-117.6153,39881,3/15/2011,2011
Chico,CA,95926,39.756332,-121.84371,39876,3/15/2011,2011
Buena Park,CA,90621,33.865498,-117.99522,39872,3/15/2011,2011
San Juan Capistrano,CA,92675,33.47443,-117.67614,39936,3/15/2011,2011
Mission Hills,CA,91345,34.26981,-118.46661,39910,3/15/2011,2011
Glendale,CA,91204,34.137054,-118.25536,39898,3/15/2011,2011
Santa Clara,CA,95051,37.32357,-121.98803,39939,3/15/2011,2011
Bakersfield,CA,93313,35.310722,-119.03532,39871,3/15/2011,2011
Salinas,CA,93907,36.720024,-121.66252,39930,3/15/2011,2011
Orange,CA,92867,33.808571,-117.86443,39917,3/15/2011,2011
Richmond,CA,94806,37.985252,-122.32124,39925,3/15/2011,2011
San Leandro,CA,94577,37.712608,-122.16274,39937,3/15/2011,2011
Antioch,CA,94509,38.007797,-121.83204,39870,3/15/2011,2011
Concord,CA,94520,37.98019,-122.05013,39880,3/15/2011,2011
San Luis Obispo,CA,93405,35.250622,-120.68455,39938,3/15/2011,2011
Los Angeles,CA,90015,34.035168,-118.27323,39906,3/15/2011,2011
Santa Maria,CA,93454,34.931797,-120.42064,48141,3/15/2011,2011
Victorville,CA,92394,34.517883,-117.3219,39956,3/15/2011,2011
Stockton,CA,95212,38.022022,-121.27534,39948,3/15/2011,2011
San Diego,CA,92111,32.833179,-117.14738,39932,3/15/2011,2011
Elk Grove,CA,95757,38.402218,-121.38553,39888,3/15/2011,2011
Roseville,CA,95661,38.752197,-121.25645,39928,3/15/2011,2011
Tustin,CA,92782,33.724838,-117.7993,39952,3/15/2011,2011
Modesto,CA,95356,37.70512,-120.99471,39911,3/15/2011,2011
National City,CA,91950,32.659,-117.10084,39915,3/15/2011,2011
Poway,CA,92064,32.956772,-117.02594,39921,3/15/2011,2011
Goleta,CA,93117,34.434269,-119.82093,39899,3/15/2011,2011
Seaside,CA,93955,36.611191,-121.8499,39944,3/15/2011,2011
Riverside,CA,92504,33.925468,-117.41967,39927,3/15/2011,2011
Fontana,CA,92336,34.135345,-117.44573,39892,3/15/2011,2011
Cerritos,CA,90703,33.861546,-118.10047,39875,3/15/2011,2011
Cathedral City,CA,92234,33.784142,-116.471,39874,3/15/2011,2011
Santa Rosa,CA,95404,38.425537,-122.71409,39943,3/15/2011,2011
Tracy,CA,95304,37.759907,-121.4632,39951,3/15/2011,2011
Petaluma,CA,94952,38.2672,-122.66507,39920,3/15/2011,2011
Vallejo,CA,94590,38.118088,-122.25549,39955,3/15/2011,2011
Valencia,CA,91355,34.420547,-118.55778,39954,3/15/2011,2011
San Jose,CA,95136,37.275143,-121.87766,39935,3/15/2011,2011
Oxnard,CA,93036,34.227711,-119.15022,39918,3/15/2011,2011
Escondido,CA,92029,33.116493,-117.10683,39889,3/15/2011,2011
Clovis,CA,93612,36.836819,-119.71763,39878,3/15/2011,2011
Merced,CA,95340,37.305889,-120.50243,39908,3/15/2011,2011
Garden Grove,CA,92844,33.766376,-117.96834,39895,3/15/2011,2011
City of Industry,CA,91748,33.99762,-117.92822,39877,3/15/2011,2011
El Monte,CA,91731,34.069534,-118.02691,39887,3/15/2011,2011
Oceanside,CA,92056,33.181953,-117.29833,39916,3/15/2011,2011
El Cajon,CA,92020,32.795895,-116.97616,39886,3/15/2011,2011
Riverside,CA,92507,33.941879,-117.2976,39926,3/15/2011,2011
Los Angeles,CA,90068,34.133446,-118.3566,39907,3/15/2011,2011
Carson,CA,90745,33.824966,-118.24567,39873,3/15/2011,2011
Gilroy,CA,95020,36.996868,-121.55857,39897,3/15/2011,2011
San Bernardino,CA,92408,34.074379,-117.298,39931,3/15/2011,2011
Vacaville,CA,95687,38.381439,-121.94122,39953,3/15/2011,2011
Fremont,CA,94538,37.489388,-121.9576,39893,3/15/2011,2011
Sunnyvale,CA,94087,37.359364,-122.02278,39934,3/15/2011,2011
Davis,CA,95618,38.552521,-121.69155,39883,3/15/2011,2011
Palmdale,CA,93551,34.591171,-118.13818,39919,3/15/2011,2011
West Covina,CA,91791,34.074226,-117.8909,39959,3/15/2011,2011
Duarte,CA,91010,34.136555,-117.97594,39885,3/15/2011,2011
Fresno,CA,93710,36.818623,-119.78979,39894,3/15/2011,2011
Temecula,CA,92591,33.516769,-117.15504,39949,3/15/2011,2011
Gardena,CA,90247,33.889202,-118.30703,39896,3/15/2011,2011
Folsom,CA,95630,38.634132,-121.20487,39891,3/15/2011,2011
Hayward,CA,94544,37.662304,-122.07518,39901,3/15/2011,2011
Redlands,CA,92374,34.065388,-117.21201,39913,3/15/2011,2011
Hemet,CA,92545,33.741161,-117.03172,39902,3/15/2011,2011
Redwood City,CA,94063,37.495964,-122.22733,39923,3/15/2011,2011
Redding,CA,96002,40.571632,-122.36654,39922,3/15/2011,2011
Eureka,CA,95501,40.800564,-124.16441,39890,3/15/2011,2011
Irvine,CA,92618,33.632504,-117.7233,39904,3/15/2011,2011
La Quinta,CA,92253,33.707111,-116.28371,39905,3/15/2011,2011
Visalia,CA,93292,36.323269,-119.27569,39957,3/15/2011,2011
Huntington Beach,CA,92647,33.71069,-117.98986,39903,3/15/2011,2011
Simi Valley,CA,93065,34.277325,-118.77895,39947,3/15/2011,2011
San Diego,CA,92109,32.802475,-117.21527,39933,4/1/2011,2011
San Diego,CA,92111,32.824085,-117.14713,40407,5/15/2011,2011
Ukiah,CA,95482,39.145802,-123.19849,39314,5/15/2011,2011
Ukiah,CA,95482,39.145191,-123.19754,113494,5/15/2011,2011
Malibu,CA,90265,34.037228,-118.68903,49333,7/1/2011,2011
Sacramento,CA,95814,38.582058,-121.48935,70561,7/20/2011,2011
Burlingame,CA,94010,37.601822,-122.37007,112877,7/20/2011,2011
San Diego,CA,92123,32.823914,-117.12114,40185,7/22/2011,2011
Sacramento,CA,95811,38.574402,-121.50487,71439,7/27/2011,2011
San Francisco,CA,94103,37.782078,-122.40476,50011,8/1/2011,2011
Malibu,CA,90265,34.035801,-118.68639,43478,8/20/2011,2011
Tahoe City,CA,96145,39.166653,-120.14823,70674,10/24/2011,2011
San Diego,CA,92108,32.780041,-117.1264,96335,12/1/2011,2011
Palm Springs,CA,92262,33.824005,-116.54359,7196,12/12/2011,2011
Temecula,CA,92590,33.496052,-117.152,7236,12/31/2011,2011
Palm Desert,CA,92260,33.755619,-116.361,48365,12/31/2011,2011
Palm Desert,CA,92260,33.757748,-116.36002,113199,12/31/2011,2011
Calistoga,CA,94515,38.58411,-122.57093,112894,1/1/2012,2012
Los Angeles,CA,90045,33.9492,-118.385,48362,1/1/2012,2012
Brea,CA,92821,33.917431,-117.889,48823,1/1/2012,2012
Eureka,CA,95503,40.807266,-124.11442,53901,1/1/2012,2012
Ontario,CA,91764,34.076382,-117.55531,148770,1/3/2012,2012
Costa Mesa,CA,92626,33.689957,-117.91592,96334,1/15/2012,2012
Emeryville,CA,94608,37.831158,-122.29247,96336,1/15/2012,2012
San Diego,CA,92111,32.804184,-117.16537,96230,1/15/2012,2012
Santa Rosa,CA,95401,38.440884,-122.71749,148523,1/15/2012,2012
Hollywood,CA,90028,34.098461,-118.33289,66933,1/15/2012,2012
Santa Rosa,CA,95403,38.466183,-122.75121,148519,1/19/2012,2012
Rancho Cucamonga,CA,91730,34.103031,-117.576,46973,1/31/2012,2012
Rancho Cucamonga,CA,91730,34.100456,-117.54918,46974,1/31/2012,2012
Rancho Cucamonga,CA,91730,34.09177,-117.559,48979,1/31/2012,2012
Fairfield,CA,94533,38.244614,-122.07918,46724,1/31/2012,2012
Rancho Cucamonga,CA,91730,34.11787,-117.611,46976,1/31/2012,2012
Ontario,CA,91761,34.049007,-117.54716,46743,1/31/2012,2012
Rancho Cucamonga,CA,91730,34.120213,-117.59395,46972,1/31/2012,2012
Burlingame,CA,94010,37.577919,-122.34193,46709,1/31/2012,2012
Dublin,CA,94568,37.702827,-121.91109,46721,1/31/2012,2012
Rancho Cucamonga,CA,91737,34.154034,-117.60744,46978,1/31/2012,2012
Victorville,CA,92392,34.511036,-117.32535,49149,2/1/2012,2012
Escondido,CA,92029,33.115871,-117.11955,46723,2/7/2012,2012
San Diego,CA,92101,32.71978,-117.15862,96513,2/8/2012,2012
Indian Wells,CA,92210,33.723286,-116.32632,113028,2/15/2012,2012
San Francisco,CA,94129,37.806099,-122.44946,43526,2/15/2012,2012
Indian Wells,CA,92210,33.723228,-116.32441,46729,2/15/2012,2012
San Diego,CA,92119,32.803322,-117.00872,148867,2/20/2012,2012
Petaluma,CA,94952,38.253651,-122.64784,148529,2/20/2012,2012
Santa Cruz,CA,95062,36.980865,-122.0021,148735,2/20/2012,2012
Chula Vista,CA,91911,32.613529,-117.06882,148879,2/20/2012,2012
El Cajon,CA,92021,32.796841,-116.93549,148866,2/20/2012,2012
Placerville,CA,95667,38.706341,-120.83169,148498,2/20/2012,2012
Vista,CA,92083,33.168926,-117.21187,148841,2/20/2012,2012
San Francisco,CA,94109,37.788128,-122.42214,50969,3/1/2012,2012
Aliso Viejo,CA,92656,33.577103,-117.72385,44400,3/1/2012,2012
Poway,CA,92064,32.956688,-117.04118,148844,3/1/2012,2012
Pleasanton,CA,94566,37.675949,-121.87495,148549,3/1/2012,2012
Dublin,CA,94568,37.702908,-121.91835,45313,3/15/2012,2012
San Francisco,CA,94108,37.789883,-122.40681,46477,4/1/2012,2012
San Diego,CA,92101,32.716076,-117.16153,113312,4/1/2012,2012
Mission Hills,CA,91345,34.279221,-118.46014,95980,4/1/2012,2012
San Diego,CA,92126,32.906288,-117.12099,96117,4/1/2012,2012
Capitola,CA,95010,36.981884,-121.96223,47457,4/1/2012,2012
Campbell,CA,95008,37.287594,-121.94691,46715,4/1/2012,2012
San Diego,CA,92101,32.716087,-117.14881,96116,4/1/2012,2012
Los Angeles,CA,90036,34.063381,-118.35808,46733,4/10/2012,2012
San Francisco,CA,94118,37.768764,-122.46834,46473,4/10/2012,2012
Coronado,CA,92118,32.678211,-117.17377,95269,4/10/2012,2012
Los Angeles,CA,90007,34.028278,-118.2778,48358,4/20/2012,2012
Costa Mesa,CA,92626,33.69276,-117.9183,48353,4/20/2012,2012
El Dorado Hills,CA,95762,38.647598,-121.067,25523,5/1/2012,2012
Long Beach,CA,90802,33.763699,-118.192,7172,5/4/2012,2012
Orange,CA,92868,33.784801,-117.89359,70875,5/10/2012,2012
Torrance,CA,90503,33.842487,-118.354,48710,5/15/2012,2012
Santa Monica,CA,90403,34.029457,-118.48582,48705,5/15/2012,2012
El Segundo,CA,90245,33.930573,-118.40074,96458,5/31/2012,2012
San Diego,CA,92101,32.729,-117.2048,95216,5/31/2012,2012
Cotati,CA,94931,38.323978,-122.70912,48179,5/31/2012,2012
San Jose,CA,95118,37.247608,-121.8745,47910,5/31/2012,2012
Banning,CA,92220,33.929657,-116.94624,148769,6/1/2012,2012
Healdsburg,CA,95448,38.606403,-122.86227,51214,6/1/2012,2012
Yosemite National Park,CA,95389,37.746559,-119.584,47464,6/1/2012,2012
Monrovia,CA,91016,34.138672,-117.9869,49127,6/15/2012,2012
Davis,CA,95618,38.542461,-121.7279,49330,6/15/2012,2012
Ontario,CA,91761,34.0616,-117.5935,49131,6/18/2012,2012
Morro Bay,CA,93442,35.367249,-120.847,48728,6/19/2012,2012
San Diego,CA,92123,32.798302,-117.15569,95768,6/27/2012,2012
San Diego,CA,92123,32.799492,-117.15395,95767,6/27/2012,2012
San Luis Obispo,CA,93401,35.252289,-120.6862,48368,6/30/2012,2012
San Luis Obispo,CA,93401,35.28059,-120.657,48836,7/1/2012,2012
San Diego,CA,92109,32.774849,-117.23936,96524,7/3/2012,2012
Sacramento,CA,95841,38.65041,-121.3455,70070,7/13/2012,2012
Pomona,CA,91768,34.049339,-117.82341,49133,7/16/2012,2012
Temecula,CA,92592,33.454498,-117.10172,113468,7/18/2012,2012
Temecula,CA,92592,33.458107,-117.10765,60194,7/18/2012,2012
Lodi,CA,95240,38.134369,-121.2884,49122,7/24/2012,2012
Sacramento,CA,95817,38.553547,-121.4561,49134,7/25/2012,2012
Sacramento,CA,95819,38.563946,-121.42572,70074,8/1/2012,2012
Sacramento,CA,95819,38.559921,-121.42693,70072,8/21/2012,2012
Sacramento,CA,95819,38.559971,-121.42061,70073,8/24/2012,2012
Fairfield,CA,94533,38.252811,-122.04423,27328,8/27/2012,2012
Colfax,CA,95713,39.084259,-120.956,49255,8/28/2012,2012
Vallejo,CA,94590,38.1022,-122.261,49350,8/29/2012,2012
Davis,CA,95616,38.5467,-121.7461,49329,8/29/2012,2012
Newbury Park,CA,91320,34.152946,-118.96535,49130,8/29/2012,2012
Salinas,CA,93901,36.673855,-121.6658,49336,8/31/2012,2012
Escondido,CA,92029,33.116898,-117.10593,53900,9/1/2012,2012
Santa Monica,CA,90401,34.00909,-118.49306,113385,9/14/2012,2012
San Diego,CA,92103,32.747692,-117.15813,70567,10/1/2012,2012
Ventura,CA,93003,34.268757,-119.2154,21607,10/18/2012,2012
Ventura,CA,93009,34.267353,-119.2124,21606,10/19/2012,2012
Lakewood,CA,90712,33.847881,-118.13889,33564,10/25/2012,2012
Carlsbad,CA,92008,33.131336,-117.30917,95288,11/15/2012,2012
Hayward,CA,94541,37.671482,-122.08415,95870,11/15/2012,2012
Pasadena,CA,91101,34.144222,-118.14213,50153,11/27/2012,2012
Pasadena,CA,91101,34.148186,-118.14178,50154,11/27/2012,2012
Irvine,CA,92618,33.68985,-117.76894,169966,11/30/2012,2012
Gilroy,CA,95020,37.001289,-121.55399,169965,11/30/2012,2012
Roseville,CA,95661,38.749054,-121.25438,60179,12/1/2012,2012
Sepulveda,CA,91343,34.221664,-118.46837,6405,12/11/2012,2012
Pleasanton,CA,94588,37.700188,-121.87617,7197,12/14/2012,2012
Salinas,CA,93908,36.594597,-121.62469,50742,12/14/2012,2012
Oakland,CA,94621,37.7136,-122.2087,33695,12/20/2012,2012
Santa Barbara,CA,93105,34.441147,-119.74889,50157,12/20/2012,2012
Oakland,CA,94621,37.715302,-122.2145,50736,12/20/2012,2012
San Anselmo,CA,94939,37.981178,-122.56482,105292,1/1/2013,2013
Salinas,CA,93907,36.715519,-121.6628,63808,1/1/2013,2013
Santa Monica,CA,90403,34.014297,-118.49638,65080,1/1/2013,2013
Temecula,CA,92590,33.49353,-117.146,50799,1/22/2013,2013
Long Beach,CA,90806,33.806694,-118.18784,94761,1/22/2013,2013
Santa Barbara,CA,93109,34.40641,-119.697,50792,1/23/2013,2013
Davis,CA,95616,38.542149,-121.771,51002,1/25/2013,2013
Roseville,CA,95678,38.797142,-121.31234,51204,2/1/2013,2013
National City,CA,91950,32.661407,-117.10204,60180,2/1/2013,2013
Sacramento,CA,95822,38.524403,-121.5112,25502,2/11/2013,2013
Hollister,CA,95023,36.841816,-121.45731,51053,2/15/2013,2013
San Diego,CA,92108,32.770344,-117.15903,95536,2/15/2013,2013
Menlo Park,CA,94025,37.4842,-122.15032,96186,2/15/2013,2013
Palo Alto,CA,94304,37.782284,-122.41818,50949,2/15/2013,2013
Elk Grove,CA,95624,38.431454,-121.29934,51210,2/21/2013,2013
Santa Barbara,CA,93103,34.423435,-119.68182,70575,2/21/2013,2013
Sacramento,CA,95811,38.56868,-121.49265,51234,2/21/2013,2013
Truckee,CA,96161,39.324005,-120.16978,51252,2/26/2013,2013
Sacramento,CA,95814,38.578648,-121.50238,51236,2/26/2013,2013
Truckee,CA,96161,39.324005,-120.16978,113483,2/26/2013,2013
Rancho Cucamonga,CA,91701,34.136246,-117.61613,51131,2/27/2013,2013
Folsom,CA,95630,38.676632,-121.17958,51211,2/28/2013,2013
Rancho Palos Verdes,CA,90275,33.734966,-118.33333,51937,3/4/2013,2013
San Pedro,CA,90710,33.778534,-118.30445,71444,3/4/2013,2013
Pismo Beach,CA,93449,35.136078,-120.62373,53381,3/5/2013,2013
Solvang,CA,93463,34.6059,-120.10137,53406,3/5/2013,2013
Davis,CA,95616,38.533623,-121.75935,53373,3/6/2013,2013
Palm Springs,CA,92264,33.829433,-116.51292,52524,3/7/2013,2013
Palm Springs,CA,92264,33.822674,-116.51192,52527,3/7/2013,2013
San Rafael,CA,94903,38.007149,-122.55477,51952,3/9/2013,2013
Palm Springs,CA,92262,33.818722,-116.52668,52608,3/11/2013,2013
Palm Springs,CA,92262,33.828747,-116.51566,52605,3/11/2013,2013
Palm Springs,CA,92264,33.819691,-116.54588,52604,3/11/2013,2013
Palm Springs,CA,92262,33.821774,-116.51006,52606,3/11/2013,2013
Palm Springs,CA,92264,33.824715,-116.51119,52526,3/11/2013,2013
Santa Ynez,CA,93460,34.610085,-120.08646,51960,3/15/2013,2013
Santa Ynez,CA,93460,34.606071,-120.0937,51959,3/15/2013,2013
San Diego,CA,92106,32.725235,-117.22547,95426,3/15/2013,2013
San Jose,CA,95133,37.367107,-121.8486,96127,3/15/2013,2013
Chula Vista,CA,91914,32.658512,-116.95196,95425,3/15/2013,2013
Lodi,CA,95242,38.115528,-121.28894,51921,3/19/2013,2013
Palo Alto,CA,94306,37.41967,-122.11272,51934,3/19/2013,2013
Torrance,CA,90503,33.835419,-118.35023,113480,3/19/2013,2013
Lodi,CA,95240,38.132381,-121.28031,51920,3/19/2013,2013
Lodi,CA,95240,38.135265,-121.27686,51919,3/19/2013,2013
Torrance,CA,90503,33.835217,-118.35023,53408,3/19/2013,2013
Lodi,CA,95240,38.134789,-121.27182,51922,3/19/2013,2013
Lodi,CA,95240,38.137039,-121.27551,51923,3/19/2013,2013
Palo Alto,CA,94306,37.430038,-122.14794,51933,3/19/2013,2013
Costa Mesa,CA,92626,33.663494,-117.89937,51912,3/20/2013,2013
Sacramento,CA,95814,38.578941,-121.50386,53383,3/20/2013,2013
Morro Bay,CA,93442,35.366913,-120.84547,51515,3/25/2013,2013
San Dimas,CA,91773,34.077431,-117.81619,51947,3/26/2013,2013
San Pedro,CA,90731,33.740757,-118.28192,21402,3/26/2013,2013
Simi Valley,CA,93065,34.283592,-118.78146,113409,3/27/2013,2013
Manhattan Beach,CA,90266,33.886925,-118.40973,51926,3/27/2013,2013
Simi Valley,CA,93065,34.283592,-118.78146,52096,3/27/2013,2013
Simi Valley,CA,93065,34.283592,-118.78146,149234,3/27/2013,2013
Eureka,CA,95501,40.776783,-124.15025,158654,3/27/2013,2013
Santa Maria,CA,93455,34.92131,-120.42294,51956,3/28/2013,2013
Auburn,CA,95603,38.903198,-121.08385,53366,3/28/2013,2013
Santa Maria,CA,93455,34.92131,-120.42294,191595,3/28/2013,2013
Palm Desert,CA,92260,33.729855,-116.3791,51716,4/1/2013,2013
Mendocino,CA,95460,39.300259,-123.79134,113121,4/1/2013,2013
Palm Desert,CA,92260,33.730812,-116.38184,51516,4/1/2013,2013
Riverside,CA,92503,33.896439,-117.48323,70066,4/5/2013,2013
Hemet,CA,92543,33.746964,-116.96785,69992,4/9/2013,2013
Downey,CA,90241,33.935188,-118.12389,95901,4/15/2013,2013
Anaheim,CA,92806,33.836533,-117.87085,96197,4/15/2013,2013
Rancho Cucamonga,CA,91730,34.093578,-117.60525,51518,4/15/2013,2013
Mountain View,CA,94040,37.398643,-122.10821,148625,4/15/2013,2013
Northridge,CA,91330,34.237473,-118.52646,66724,5/1/2013,2013
Northridge,CA,91330,34.237625,-118.52448,66723,5/1/2013,2013
Santa Barbara,CA,93101,34.409885,-119.69729,51954,5/1/2013,2013
San Bernardino,CA,92407,34.181225,-117.32365,51945,5/13/2013,2013
Chula Vista,CA,91910,32.64138,-117.08546,95441,5/15/2013,2013
Mill Valley,CA,94941,37.892574,-122.57198,62072,5/15/2013,2013
Chula Vista,CA,91910,32.637997,-117.08269,96078,5/15/2013,2013
Coalinga,CA,93210,36.254101,-120.2379,102007,6/1/2013,2013
Folsom,CA,95630,38.6423,-121.1881,102021,6/1/2013,2013
Barstow,CA,92311,34.849098,-117.0855,102001,6/1/2013,2013
Atascadero,CA,93422,35.486347,-120.6661,99930,6/1/2013,2013
Gilroy,CA,95020,37.024502,-121.5654,102027,6/1/2013,2013
Fremont,CA,94538,37.492699,-121.9446,102025,6/1/2013,2013
Ontario,CA,91761,34.051441,-117.5439,53676,6/1/2013,2013
Lebec,CA,93243,34.9874,-118.9463,102037,6/1/2013,2013
Atascadero,CA,93422,35.486599,-120.6664,101998,6/1/2013,2013
Eureka,CA,95501,40.791885,-124.17503,91884,6/1/2013,2013
Buellton,CA,93427,34.614601,-120.1884,102002,6/1/2013,2013
Pasadena,CA,91101,34.144703,-118.14696,63068,7/1/2013,2013
Los Angeles,CA,90049,34.077587,-118.47459,21419,7/1/2013,2013
Pasadena,CA,91101,34.145123,-118.13823,63067,7/1/2013,2013
Placentia,CA,92870,33.887623,-117.8384,53719,7/1/2013,2013
Pasadena,CA,91103,34.148872,-118.14891,53677,7/1/2013,2013
Riverside,CA,92518,33.91116,-117.29002,52899,7/1/2013,2013
San Francisco,CA,94132,37.720848,-122.47702,52748,7/16/2013,2013
Calabasas,CA,91302,34.104237,-118.71153,52722,7/16/2013,2013
Fairfield,CA,94533,38.249222,-122.04182,52737,7/23/2013,2013
Sacramento,CA,95833,38.618916,-121.53536,70881,7/25/2013,2013
