city,state,zip,latitude,longitude,id,opendate,openyear
Los Angeles,CA,91335,34.201199,-118.5409,105494,12/26/2018,2018
San Jose,CA,95124,37.265251,-121.93189,184089,12/31/2018,2018
Little River,CA,95456,39.278103,-123.79034,117099,1/1/2019,2019
Mendocino,CA,95460,39.309361,-123.79807,117100,1/1/2019,2019
Irvine,CA,92620,33.69886,-117.74055,117733,1/1/2019,2019
Soda Springs,CA,95728,39.30864,-120.54532,117106,1/1/2019,2019
Irvine,CA,92618,33.652588,-117.74252,117734,1/1/2019,2019
Grass Valley,CA,95949,39.204903,-121.07716,117096,1/1/2019,2019
Oakhurst,CA,93644,37.339096,-119.66908,68408,1/1/2019,2019
Truckee,CA,96161,39.276119,-120.12022,117107,1/1/2019,2019
Elk,CA,95432,39.13028,-123.71876,69978,1/1/2019,2019
Ventura,CA,93003,34.243771,-119.20149,120807,1/1/2019,2019
Ventura,CA,93003,34.264355,-119.24686,120803,1/1/2019,2019
Truckee,CA,96161,39.276154,-120.12231,117109,1/1/2019,2019
Little River,CA,95456,39.276409,-123.76846,69996,1/1/2019,2019
Soda Springs,CA,95728,39.33699,-120.35042,117105,1/1/2019,2019
Philo,CA,95466,39.065731,-123.44501,70021,1/1/2019,2019
Mendocino,CA,95460,39.330425,-123.80195,117103,1/1/2019,2019
Newport Beach,CA,92657,33.607094,-117.8269,117737,1/1/2019,2019
Guadalupe,CA,93434,34.969814,-120.57301,117605,1/1/2019,2019
Mendocino,CA,95460,39.350628,-123.81465,70016,1/1/2019,2019
Newport Beach,CA,92657,33.568737,-117.83042,117736,1/1/2019,2019
Oxnard,CA,93036,34.239635,-119.17875,116775,1/3/2019,2019
Valencia,CA,91355,34.435184,-118.56329,116773,1/3/2019,2019
Malibu,CA,90265,34.025291,-118.76962,116776,1/3/2019,2019
Anaheim,CA,92805,33.837456,-117.91463,148808,1/4/2019,2019
Point Arena,CA,95468,38.914333,-123.70977,63371,1/9/2019,2019
Milpitas,CA,95035,37.432732,-121.89157,148597,1/9/2019,2019
Los Angeles,CA,90024,34.058056,-118.44527,116927,1/11/2019,2019
Murrieta,CA,92562,33.63047,-117.1693,148810,1/12/2019,2019
San Diego,CA,92110,32.757008,-117.2065,144126,1/12/2019,2019
San Francisco,CA,94111,37.7952,-122.3961,148555,1/18/2019,2019
San Jose,CA,95112,37.362179,-121.89954,46482,1/23/2019,2019
Lemoore,CA,93245,36.300217,-119.81534,166582,1/29/2019,2019
Whittier,CA,90601,34.03241,-118.01931,166658,1/31/2019,2019
Santa Monica,CA,90401,34.014801,-118.4936,118955,2/1/2019,2019
Dunnigan,CA,95937,38.882324,-121.97247,121776,2/1/2019,2019
Corte Madera,CA,94925,37.9282,-122.5148,118947,2/1/2019,2019
Santa Monica,CA,90405,34.005245,-118.47325,166649,2/5/2019,2019
San Jose,CA,95128,37.3004,-121.95053,151246,2/6/2019,2019
San Jose,CA,95134,37.414852,-121.95288,117867,2/10/2019,2019
Burbank,CA,91504,34.199249,-118.34486,118067,2/16/2019,2019
Irvine,CA,92618,33.656334,-117.73416,118060,2/16/2019,2019
Santa Fe Springs,CA,90670,33.895012,-118.05059,121864,2/17/2019,2019
Merced,CA,95348,37.333683,-120.473,118695,2/20/2019,2019
Vallejo,CA,94592,38.087784,-122.26237,148530,2/21/2019,2019
Irwindale,CA,91706,34.081383,-117.99646,148779,2/23/2019,2019
Los Angeles,CA,90045,33.930691,-118.3765,166586,2/25/2019,2019
Los Angeles,CA,90035,34.05386,-118.37706,166587,2/27/2019,2019
San Diego,CA,92121,32.874493,-117.20634,118910,2/28/2019,2019
Yuba City,CA,95993,39.1479,-121.6478,122295,3/1/2019,2019
Los Angeles,CA,90015,34.047501,-118.2644,122275,3/1/2019,2019
Santa Rosa,CA,95403,38.509789,-122.80507,122396,3/1/2019,2019
Geyserville,CA,95441,38.694542,-122.85644,122376,3/1/2019,2019
St. Helena,CA,94574,38.526176,-122.55254,122399,3/1/2019,2019
Healdsburg,CA,95448,38.626057,-122.87416,122379,3/1/2019,2019
Thousand Oaks,CA,91360,34.184601,-118.8909,122331,3/1/2019,2019
Chico,CA,95928,39.731094,-121.83865,122371,3/1/2019,2019
Dublin,CA,94568,37.703735,-121.86543,122373,3/1/2019,2019
Sebastopol,CA,95472,38.42944,-122.8557,122398,3/1/2019,2019
Menlo Park,CA,94025,37.456322,-122.1878,122386,3/1/2019,2019
Fulton,CA,95438,38.497929,-122.76689,122374,3/1/2019,2019
San Francisco,CA,94109,37.805859,-122.42293,122393,3/1/2019,2019
Ventura,CA,93003,34.389946,-119.29456,122402,3/1/2019,2019
Windsor,CA,95492,38.530228,-122.8006,122404,3/1/2019,2019
Saint Helena,CA,94574,38.526718,-122.48225,122392,3/1/2019,2019
Mendocino,CA,95460,39.276344,-123.79141,122385,3/1/2019,2019
Cathedral City,CA,92234,33.780003,-116.46957,122370,3/1/2019,2019
Los Gatos,CA,95030,37.227985,-121.97997,122384,3/1/2019,2019
Carmel-by-the-Sea,CA,93921,36.559135,-121.92091,122369,3/1/2019,2019
Santa Ynez,CA,93460,34.600971,-120.09836,122397,3/1/2019,2019
San Jose,CA,95128,37.321899,-121.9491,122307,3/1/2019,2019
Three Rivers,CA,93271,36.479591,-118.90862,122400,3/1/2019,2019
Half Moon Bay,CA,94019,37.503307,-122.49389,122378,3/1/2019,2019
Truckee,CA,96161,39.28471,-120.10589,122401,3/1/2019,2019
Windsor,CA,95492,38.532005,-122.80016,122405,3/1/2019,2019
San Jose,CA,95128,37.321999,-121.9486,122308,3/1/2019,2019
Thousand Oaks,CA,91362,34.158298,-118.8236,122332,3/1/2019,2019
Healdsburg,CA,95448,38.589745,-122.83726,122381,3/1/2019,2019
Geyserville,CA,94551,38.693111,-122.82363,122377,3/1/2019,2019
Ventura,CA,93001,34.276459,-119.28835,122403,3/1/2019,2019
Brooks,CA,95606,38.734329,-122.14214,122368,3/1/2019,2019
Geyserville,CA,95441,38.741825,-122.95829,122375,3/1/2019,2019
Carlsbad,CA,92009,33.084099,-117.2663,122326,3/1/2019,2019
Montebello,CA,90640,34.031147,-118.12961,122387,3/1/2019,2019
Healdsburg,CA,95448,38.650524,-122.91195,122380,3/1/2019,2019
Redding,CA,96002,40.580997,-122.35883,122391,3/1/2019,2019
Colusa,CA,95932,39.254406,-122.03142,122372,3/1/2019,2019
Gustine,CA,95322,37.109402,-121.0176,122298,3/1/2019,2019
Palm Springs,CA,92264,33.801735,-116.5294,122389,3/1/2019,2019
Palm Springs,CA,92262,33.823292,-116.54742,122388,3/1/2019,2019
Paso Robles,CA,93446,35.575535,-120.69024,122390,3/1/2019,2019
San Jose,CA,95123,37.252224,-121.79914,166636,3/6/2019,2019
Thousand Oaks,CA,91360,34.183182,-118.87588,149954,3/15/2019,2019
Lodi,CA,95240,38.094448,-121.26576,120915,3/18/2019,2019
Clovis,CA,93612,36.811623,-119.72862,121088,3/27/2019,2019
Fresno,CA,93727,36.736214,-119.6767,121086,3/28/2019,2019
Los Angeles,CA,90041,34.127235,-118.20863,121047,3/29/2019,2019
Northridge,CA,91324,34.229279,-118.54483,21398,4/1/2019,2019
Quincy,CA,95971,39.937859,-120.90556,123165,4/1/2019,2019
Marina Del Rey,CA,90292,33.987358,-118.44538,123216,4/1/2019,2019
Westminster,CA,92683,33.773727,-118.0424,123173,4/1/2019,2019
Riverside,CA,92506,33.971176,-117.3815,123221,4/1/2019,2019
Pacific Palisades,CA,90272,33.80566,-117.90381,123184,4/1/2019,2019
Fontana,CA,92335,34.095848,-117.44556,123179,4/1/2019,2019
McArthur,CA,96056,41.046795,-121.40185,123218,4/1/2019,2019
Studio City,CA,91604,34.144417,-118.41023,123169,4/1/2019,2019
Los Angeles,CA,90064,34.034569,-118.43791,123164,4/1/2019,2019
Sanger,CA,93657,36.680931,-119.55264,123166,4/1/2019,2019
Lathrop,CA,94801,37.811638,-121.27245,123182,4/1/2019,2019
Burbank,CA,91504,34.206772,-118.34239,123232,4/1/2019,2019
Malibu,CA,90265,34.043129,-118.69566,123203,4/1/2019,2019
San Fernando,CA,91342,34.292412,-118.44979,21414,4/1/2019,2019
San Ramon,CA,94583,37.782055,-121.96677,123211,4/1/2019,2019
San Juan Capistrano,CA,92675,33.484905,-117.66901,123210,4/1/2019,2019
El Segundo,CA,90245,33.904427,-118.37878,123234,4/1/2019,2019
Montebello,CA,90640,34.005333,-118.11693,123167,4/1/2019,2019
San Diego,CA,92121,32.899364,-117.18788,123241,4/1/2019,2019
Anaheim,CA,92805,33.815575,-117.89849,123170,4/1/2019,2019
Riverside,CA,92509,34.00267,-117.47503,123220,4/1/2019,2019
Palm Desert,CA,92260,33.753082,-116.35792,123163,4/1/2019,2019
Irvine,CA,92618,33.651669,-117.73478,123174,4/1/2019,2019
Fresno,CA,91406,36.796669,-119.91536,123217,4/1/2019,2019
Malibu,CA,90265,34.043129,-118.69566,123202,4/1/2019,2019
Merced,CA,95341,37.307045,-120.48122,123191,4/1/2019,2019
Sunnyvale,CA,94085,37.387119,-121.98753,121865,4/1/2019,2019
South El Monte,CA,91733,34.036495,-118.04504,123161,4/1/2019,2019
Taft,CA,93268,35.145454,-119.46516,123237,4/1/2019,2019
Stanton,CA,90680,33.802563,-117.98999,123235,4/1/2019,2019
Sunnyvale,CA,94089,37.418243,-122.02511,121861,4/1/2019,2019
San Ramon,CA,94583,37.758469,-121.95354,123226,4/1/2019,2019
Gonzales,CA,93926,36.511528,-121.4431,123225,4/1/2019,2019
Montebello,CA,90640,34.028732,-118.12154,123236,4/1/2019,2019
Carpinteria,CA,93013,34.405006,-119.47738,123187,4/1/2019,2019
Carlsbad,CA,92010,33.144428,-117.25064,123199,4/1/2019,2019
Walnut Creek,CA,94596,37.901291,-122.06023,122895,4/1/2019,2019
Lancaster,CA,93535,34.667839,-117.8338,123181,4/1/2019,2019
Costa Mesa,CA,92626,33.671997,-117.88554,123162,4/1/2019,2019
Encino,CA,91436,34.164268,-118.49225,123223,4/1/2019,2019
Palmdale,CA,93550,34.590649,-118.12035,123215,4/1/2019,2019
Malibu,CA,90265,34.043129,-118.69566,123204,4/1/2019,2019
Fontana,CA,92335,34.094585,-117.43865,123180,4/1/2019,2019
El Monte,CA,91731,34.064335,-118.03236,123205,4/1/2019,2019
Palermo,CA,95968,39.435574,-121.54635,123229,4/1/2019,2019
Santa Ana,CA,92705,33.724525,-117.85007,123183,4/1/2019,2019
Commerce,CA,90040,34.000713,-118.15618,123196,4/1/2019,2019
Los Angeles,CA,90016,34.028919,-118.37345,123208,4/1/2019,2019
Redwood City,CA,94063,37.477867,-122.22244,123178,4/1/2019,2019
Fresno,CA,93704,36.808674,-119.79403,121089,4/1/2019,2019
Oroville,CA,95966,39.509865,-121.54716,123190,4/1/2019,2019
Inglewood,CA,90303,33.931225,-118.33213,123212,4/1/2019,2019
Stockton,CA,95205,37.950306,-121.26541,123185,4/1/2019,2019
Ukiah,CA,95842,39.156898,-123.217,123228,4/1/2019,2019
Newport Coast,CA,92657,33.582981,-117.84162,123193,4/1/2019,2019
Palm Desert,CA,92260,33.762592,-116.36923,123231,4/1/2019,2019
Santa Maria,CA,93458,34.935123,-120.45554,123171,4/1/2019,2019
Palm Desert,CA,92211,33.782516,-116.35729,123230,4/1/2019,2019
El Monte,CA,91775,34.071758,-118.03114,123213,4/1/2019,2019
Santa Monica,CA,90405,34.017673,-118.45638,123198,4/1/2019,2019
Anaheim,CA,92805,33.80566,-117.90381,122899,4/1/2019,2019
Vacaville,CA,95687,38.373402,-121.94829,123201,4/1/2019,2019
Los Angeles,CA,90021,34.033569,-118.23032,122898,4/1/2019,2019
Rescue,CA,95672,38.704453,-120.96441,123195,4/1/2019,2019
Palo Alto,CA,94306,37.407154,-122.14932,123207,4/1/2019,2019
Los Angeles,CA,90045,33.767857,-118.32738,121643,4/1/2019,2019
West Covina,CA,91790,34.070038,-117.92646,123160,4/1/2019,2019
Arcadia,CA,91007,34.128452,-118.03271,155042,4/2/2019,2019
Placerville,CA,95667,38.729195,-120.82764,143996,4/3/2019,2019
Santa Monica,CA,90405,33.999203,-118.48141,96796,4/8/2019,2019
Santa Monica,CA,90405,34.010021,-118.49583,7230,4/8/2019,2019
Santa Monica,CA,90401,34.013657,-118.49375,96803,4/8/2019,2019
Santa Monica,CA,90403,34.029999,-118.49583,96798,4/8/2019,2019
Concord,CA,94520,37.954849,-122.04195,121260,4/9/2019,2019
Fresno,CA,93726,36.779343,-119.78684,121087,4/10/2019,2019
Fresno,CA,93722,36.838097,-119.86381,129040,4/12/2019,2019
Byron,CA,94514,37.877277,-121.63186,121396,4/13/2019,2019
South San Francisco,CA,94080,37.659149,-122.40096,148587,4/16/2019,2019
SF,CA,94107,37.778622,-122.39518,148577,4/17/2019,2019
Hayward,CA,94541,37.680496,-122.05273,155045,4/18/2019,2019
Delhi,CA,95315,37.430038,-120.77865,166566,4/18/2019,2019
El Cajon,CA,92021,32.816502,-116.94626,148865,4/19/2019,2019
Los Angeles,CA,90041,34.146191,-118.22736,166585,4/19/2019,2019
Arcadia,CA,91007,34.137665,-118.03819,166563,4/20/2019,2019
Mountain View,CA,94043,37.428352,-122.09769,166591,4/22/2019,2019
Morgan Hill,CA,95037,37.113216,-121.64571,155037,4/22/2019,2019
E. Palo Alto,CA,94303,37.45924,-122.14259,121678,4/25/2019,2019
Pasadena,CA,91107,34.152122,-118.07733,166628,4/27/2019,2019
Fresno,CA,93706,36.743679,-119.84647,166572,4/28/2019,2019
Fresno,CA,93711,36.809177,-119.82467,155038,4/28/2019,2019
Stockton,CA,95212,38.018188,-121.27169,68393,4/30/2019,2019
Los Angeles,CA,90230,33.984081,-118.39784,149466,5/1/2019,2019
Lake Elsinore,CA,92530,33.667416,-117.32771,123928,5/1/2019,2019
Riverside,CA,92501,33.976315,-117.38415,123920,5/1/2019,2019
Riverside,CA,92501,33.944912,-117.29878,123921,5/1/2019,2019
Menifee,CA,92584,33.684528,-117.15525,123931,5/1/2019,2019
Moreno Valley,CA,92555,33.937592,-117.1747,123924,5/1/2019,2019
Riverside,CA,92501,33.979668,-117.37106,123919,5/1/2019,2019
Newport Beach,CA,92660,33.615883,-117.87206,123512,5/1/2019,2019
Palo Alto,CA,94304,37.418102,-122.14215,123509,5/1/2019,2019
Wildomar,CA,92595,33.594421,-117.24094,123933,5/1/2019,2019
Moreno Valley,CA,92555,33.93589,-117.17596,123926,5/1/2019,2019
Corona,CA,92880,33.884949,-117.56517,123934,5/1/2019,2019
Temecula,CA,92592,33.480801,-117.10367,123927,5/1/2019,2019
Lake Elsinore,CA,92530,33.655273,-117.30032,123929,5/1/2019,2019
Riverside,CA,92501,33.927662,-117.41277,123922,5/1/2019,2019
Riverside,CA,92501,33.930759,-117.39993,123923,5/1/2019,2019
Riverside,CA,92501,33.98275,-117.37262,123918,5/1/2019,2019
Murrieta,CA,92562,33.55043,-117.19382,123930,5/1/2019,2019
Moreno Valley,CA,92555,33.936932,-117.17599,123925,5/1/2019,2019
San Diego,CA,92101,32.717522,-117.1579,123516,5/1/2019,2019
Corona,CA,92881,33.85759,-117.54049,148791,5/8/2019,2019
Escondido,CA,92029,33.113174,-117.12086,148843,5/9/2019,2019
San Jose,CA,95112,37.369678,-121.90382,166635,5/9/2019,2019
La Mirada,CA,90638,33.895721,-118.00826,122720,5/11/2019,2019
Patterson,CA,95363,37.462246,-121.14128,122744,5/14/2019,2019
Sacramento,CA,95828,38.481678,-121.39277,166592,5/14/2019,2019
Monrovia,CA,91016,34.142284,-118.00722,166589,5/16/2019,2019
San Francisco,CA,94109,37.805637,-122.4225,122882,5/19/2019,2019
Porter Ranch,CA,91326,34.275993,-118.57381,151146,5/21/2019,2019
Irvine,CA,92618,33.658829,-117.74874,166576,5/23/2019,2019
Hayward,CA,94542,37.652977,-122.01756,155986,5/24/2019,2019
Anaheim,CA,92806,33.807835,-117.87654,123039,5/25/2019,2019
San Francisco,CA,94105,37.786652,-122.39795,123042,5/25/2019,2019
Malibu,CA,90266,34.037357,-118.68606,127956,6/1/2019,2019
San Diego,CA,92130,32.929371,-117.23828,148858,6/4/2019,2019
San Diego,CA,92130,32.930115,-117.23789,148857,6/4/2019,2019
Los Angeles,CA,91411,34.177841,-118.45808,148783,6/16/2019,2019
Burbank,CA,91504,34.199249,-118.34486,124347,6/22/2019,2019
Fresno,CA,93711,36.809532,-119.84892,124448,6/23/2019,2019
Carlsbad,CA,92011,33.101208,-117.3112,151051,6/27/2019,2019
Walnut Creek,CA,94595,37.870674,-122.07443,125125,6/28/2019,2019
Mountain View,CA,94043,37.400379,-122.07117,125126,6/28/2019,2019
Cupertino,CA,95014,37.326759,-122.06807,125134,6/28/2019,2019
Sunnyvale,CA,94086,37.366249,-122.01802,125133,6/28/2019,2019
Walnut Creek,CA,94595,37.862366,-122.06705,125131,6/28/2019,2019
Los Altos,CA,94022,37.381943,-122.11446,125130,6/28/2019,2019
Ventura,CA,93004,34.28764,-119.15184,124984,6/28/2019,2019
Menlo Park,CA,94025,37.424049,-122.19971,125136,6/28/2019,2019
San Jose,CA,95002,37.421398,-121.97829,125138,6/28/2019,2019
Burbank,CA,91504,34.199249,-118.34486,125300,6/29/2019,2019
Oxnard,CA,93030,34.216427,-119.15679,152026,7/1/2019,2019
Oxnard,CA,93036,34.22757,-119.15388,152028,7/1/2019,2019
Oxnard,CA,93036,34.229412,-119.15617,152029,7/1/2019,2019
Fillmore,CA,93015,34.394646,-118.92502,152025,7/1/2019,2019
Watsonville,CA,95076,36.912243,-121.76597,137186,7/1/2019,2019
Oxnard,CA,93036,34.240009,-119.17993,152030,7/1/2019,2019
Fresno,CA,93702,36.758869,-119.77961,125148,7/1/2019,2019
Oxnard,CA,93036,34.227985,-119.15535,152027,7/1/2019,2019
Oxnard,CA,93036,34.225929,-119.15608,152021,7/1/2019,2019
Redondo Beach,CA,90277,33.842129,-118.39024,166631,7/1/2019,2019
Oxnard,CA,93036,34.240463,-119.17561,152031,7/1/2019,2019
Simi Valley,CA,93065,34.276684,-118.77953,152033,7/1/2019,2019
Simi Valley,CA,93063,34.286938,-118.7229,152032,7/1/2019,2019
Los Angeles,CA,90012,34.053051,-118.24181,125757,7/2/2019,2019
San Diego,CA,92130,32.919827,-117.23298,148861,7/2/2019,2019
Burbank,CA,91502,34.188587,-118.32651,125760,7/2/2019,2019
Loleta,CA,95551,40.627384,-124.20797,148484,7/3/2019,2019
Bodega Bay,CA,94923,36.760693,-121.76573,148740,7/3/2019,2019
La Palma,CA,90623,33.860115,-118.02954,148812,7/3/2019,2019
Yountville,CA,94599,38.405838,-122.36893,148513,7/4/2019,2019
Pleasanton,CA,94588,37.695976,-121.92432,148546,7/4/2019,2019
Pleasanton,CA,94588,37.695354,-121.92432,148547,7/4/2019,2019
Crescent City,CA,95531,41.774082,-124.18975,126268,7/4/2019,2019
Milpitas,CA,95035,37.407837,-121.92138,148603,7/4/2019,2019
Irvine,CA,92618,33.660286,-117.70477,148824,7/4/2019,2019
Gardena,CA,90248,33.861164,-118.30652,148822,7/4/2019,2019
San Francisco,CA,94103,37.777523,-122.41543,148579,7/4/2019,2019
Pleasanton,CA,94588,37.694267,-121.92143,148548,7/4/2019,2019
San Diego,CA,92108,32.769711,-117.13285,148871,7/4/2019,2019
San Diego,CA,92101,32.717007,-117.15898,148875,7/4/2019,2019
Monterey,CA,93940,36.61232,-121.89804,148748,7/4/2019,2019
San Francisco,CA,94107,37.781498,-122.39127,148573,7/4/2019,2019
Pleasanton,CA,94588,37.695633,-121.92172,148545,7/4/2019,2019
Moorpark,CA,93021,34.283424,-118.86729,148785,7/4/2019,2019
Walnut,CA,91789,34.008781,-117.85391,148782,7/9/2019,2019
Chula Vista,CA,91913,32.619831,-116.97603,127672,7/11/2019,2019
Los Angeles,CA,90027,34.101868,-118.30873,148786,7/11/2019,2019
Torrance,CA,90503,33.831619,-118.3476,128243,7/13/2019,2019
Monte Sereno,CA,95030,37.232616,-121.98621,135489,7/15/2019,2019
Arvin,CA,93203,35.210564,-118.8302,164019,7/17/2019,2019
Playa Del Rey,CA,90293,33.957088,-118.44327,166629,7/17/2019,2019
Vallejo,CA,94591,38.131321,-122.22345,145294,7/19/2019,2019
Anaheim,CA,92808,33.866547,-117.74766,145295,7/19/2019,2019
Palo Alto,CA,94306,37.430038,-122.14794,147085,7/19/2019,2019
Watsonville,CA,95076,36.912582,-121.78468,137156,7/19/2019,2019
Watsonville,CA,95076,36.911041,-121.75936,137165,7/19/2019,2019
Hayward,CA,94546,37.687416,-122.08689,155985,7/23/2019,2019
Belmont,CA,94002,37.533501,-122.27238,62980,7/24/2019,2019
Hayward,CA,94544,37.656624,-122.09345,155987,7/26/2019,2019
Hayward,CA,94545,37.640594,-122.10925,155984,7/26/2019,2019
Cupertino,CA,95014,37.329121,-122.01373,171170,7/31/2019,2019
Antelope,CA,95843,38.704201,-121.365,25497,8/1/2019,2019
Sacramento,CA,95837,38.68874,-121.59343,144025,8/1/2019,2019
Hayward,CA,94541,37.65863,-122.10997,155087,8/1/2019,2019
Hayward,CA,94544,37.62701,-122.07401,155050,8/1/2019,2019
Poway,CA,92064,32.958302,-117.03944,139501,8/7/2019,2019
Irvine,CA,92618,33.6763,-117.75521,166575,8/8/2019,2019
San Francisco,CA,94103,37.778389,-122.41224,148578,8/10/2019,2019
San Ramon,CA,94583,37.771866,-121.96144,154914,8/14/2019,2019
Los Angeles,CA,90015,34.040344,-118.25379,143118,8/14/2019,2019
Los Angeles,CA,90014,34.041084,-118.25352,143116,8/14/2019,2019
Los Angeles,CA,90057,34.054745,-118.27733,143117,8/14/2019,2019
Los Angeles,CA,90013,34.045654,-118.23866,143115,8/14/2019,2019
Irvine,CA,92620,33.698856,-117.74053,143146,8/15/2019,2019
Irvine,CA,92618,33.645943,-117.74526,143131,8/15/2019,2019
Los Angeles,CA,90027,34.10199,-118.29952,143708,8/15/2019,2019
Azusa,CA,91702,34.134445,-117.90842,155084,8/15/2019,2019
Los Angeles,CA,90027,34.101494,-118.29839,143709,8/15/2019,2019
Newport Beach,CA,92657,33.607082,-117.82692,143187,8/15/2019,2019
Los Angeles,CA,90027,34.102058,-118.29719,143710,8/15/2019,2019
El Monte,CA,91731,34.071609,-118.0648,166567,8/16/2019,2019
El Cajon,CA,92020,32.820377,-116.97582,155041,8/16/2019,2019
El Cajon,CA,92020,32.819275,-116.97588,155040,8/16/2019,2019
Selma,CA,93662,36.570976,-119.62974,75497,8/19/2019,2019
Fresno,CA,93722,36.808537,-119.86808,145123,8/19/2019,2019
Moorpark,CA,93021,34.285278,-118.87749,143866,8/20/2019,2019
San Diego,CA,92108,32.76926,-117.16381,143940,8/21/2019,2019
Los Angeles,CA,90015,34.050514,-118.2726,143934,8/21/2019,2019
Los Angeles,CA,90065,34.116978,-118.23449,143937,8/21/2019,2019
Los Angeles,CA,90065,34.085129,-118.22099,143935,8/21/2019,2019
San Francisco,CA,94114,37.750736,-122.43383,143928,8/21/2019,2019
Los Angeles,CA,90006,34.049423,-118.30891,143938,8/21/2019,2019
Arbuckle,CA,95912,39.008778,-122.05538,155090,8/21/2019,2019
San Pedro,CA,90732,33.757744,-118.28918,143933,8/21/2019,2019
Los Angeles,CA,90013,34.047646,-118.24581,143936,8/21/2019,2019
Elk Grove,CA,95758,38.405281,-121.40154,143992,8/22/2019,2019
Hayward,CA,94545,37.637531,-122.10746,155043,8/22/2019,2019
Hayward,CA,94544,37.637718,-122.07536,155048,8/22/2019,2019
Elk Grove,CA,95758,38.404991,-121.40363,143991,8/22/2019,2019
Hayward,CA,94545,37.624683,-122.10014,155049,8/23/2019,2019
Oakland,CA,94612,37.812679,-122.26507,144028,8/24/2019,2019
Los Angeles,CA,90003,33.941601,-118.26942,144053,8/24/2019,2019
Los Angeles,CA,90044,33.938354,-118.27759,144055,8/24/2019,2019
Los Angeles,CA,90731,33.738811,-118.28971,144056,8/24/2019,2019
Los Angeles,CA,90047,33.940071,-118.3093,144057,8/24/2019,2019
Los Angeles,CA,90732,33.73872,-118.29094,144054,8/24/2019,2019
San Diego,CA,92101,32.70573,-117.15327,148878,8/27/2019,2019
Los Angeles,CA,90744,33.779213,-118.26505,144121,8/28/2019,2019
Los Angeles,CA,90744,33.77951,-118.27557,144120,8/28/2019,2019
Los Angeles,CA,90732,33.733574,-118.30943,144119,8/28/2019,2019
Chatsworth,CA,91311,34.257133,-118.59196,144233,8/30/2019,2019
Panorama City,CA,91402,34.221767,-118.43063,144234,8/30/2019,2019
Los Angeles,CA,91402,34.213459,-118.44938,144235,8/30/2019,2019
Los Angeles,CA,91402,34.211636,-118.43077,144236,8/30/2019,2019
Ontario,CA,91764,34.074234,-117.54753,144238,8/30/2019,2019
Los Angeles,CA,91406,34.201405,-118.49561,144237,8/30/2019,2019
McClellan Park,CA,95652,38.661003,-121.39066,144351,8/31/2019,2019
Sacramento,CA,95832,38.463951,-121.49239,145250,9/1/2019,2019
Roseville,CA,95678,38.77552,-121.26907,145248,9/1/2019,2019
San Francisco,CA,94123,37.805408,-122.43221,149458,9/1/2019,2019
Menifee,CA,92584,33.679634,-117.17416,146710,9/1/2019,2019
Roseville,CA,95661,38.743546,-121.25174,145246,9/1/2019,2019
Yorba Linda,CA,92887,33.873543,-117.73477,145296,9/1/2019,2019
Roseville,CA,95667,38.793076,-121.29761,145297,9/1/2019,2019
Placerville,CA,95667,38.730289,-120.78805,145293,9/1/2019,2019
Sacramento,CA,95815,38.59988,-121.42554,145249,9/1/2019,2019
Roseville,CA,95678,38.748817,-121.2825,145298,9/1/2019,2019
Cupertino,CA,95014,37.328751,-122.0135,145301,9/1/2019,2019
Roseville,CA,95678,38.770279,-121.26335,145247,9/1/2019,2019
Sacramento,CA,95832,38.462303,-121.49216,145251,9/1/2019,2019
San Jose,CA,95134,37.416565,-121.95296,148604,9/8/2019,2019
Los Angeles,CA,91601,34.170258,-118.37215,148781,9/8/2019,2019
Santa Clarita,CA,91355,34.418301,-118.56018,148764,9/12/2019,2019
Turlock,CA,95380,37.508339,-120.87273,145207,9/13/2019,2019
Yreka,CA,96097,41.699379,-122.64513,145228,9/14/2019,2019
Lotus,CA,95651,38.803764,-120.90768,143997,9/15/2019,2019
Fresno,CA,93650,36.838348,-119.80214,145372,9/19/2019,2019
Lancaster,CA,93534,34.683403,-118.1344,166580,9/20/2019,2019
Davis,CA,95616,38.550442,-121.69741,145378,9/20/2019,2019
Newport Beach,CA,92660,33.617622,-117.87427,145442,9/21/2019,2019
Newport Beach,CA,92660,33.617554,-117.87417,145444,9/21/2019,2019
Los Angeles,CA,91605,34.194027,-118.38035,145592,9/27/2019,2019
Los Angeles,CA,90003,33.959812,-118.27033,145603,9/27/2019,2019
Los Angeles,CA,91605,34.194004,-118.39723,145593,9/27/2019,2019
Los Angeles,CA,91411,34.182461,-118.46632,145589,9/27/2019,2019
Los Angeles,CA,91606,34.19294,-118.38766,145596,9/27/2019,2019
Los Angeles,CA,91316,34.179317,-118.44124,145597,9/27/2019,2019
Los Angeles,CA,91605,34.194027,-118.40475,145595,9/27/2019,2019
Los Angeles,CA,91352,34.220768,-118.36747,145600,9/27/2019,2019
Los Angeles,CA,91605,34.194019,-118.40685,145594,9/27/2019,2019
La Crescenta,CA,91214,34.230755,-118.24909,145657,9/28/2019,2019
Rohnert Park,CA,94928,38.347599,-122.721,149352,9/30/2019,2019
Corona,CA,92881,33.8265,-117.5155,149305,9/30/2019,2019
Hayward,CA,94541,37.667198,-122.1204,149313,9/30/2019,2019
San Francisco,CA,94129,37.798199,-122.4487,149355,9/30/2019,2019
Kingsburg,CA,93631,36.520535,-119.56537,150706,9/30/2019,2019
Ojai,CA,93023,34.441898,-119.2591,149339,9/30/2019,2019
